applicant_id,age,gender,region,exam_score,ad_clicks,site_visits,time_on_site,ad_source,enrolled
253,31,M,Siberia,78.47458270785346,1,2,17.50522098530683,Social,0
254,24,F,Far-East,60.635198883497985,3,2,166.61658901176193,VK,1
255,19,F,Siberia,57.22796346117457,2,4,8.293885742504822,Yandex,0
256,16,M,Far-East,69.4916900608214,6,3,41.447570336795884,VK,0
257,19,M,Far-East,72.63035120285312,4,9,39.333241915556755,Social,0
258,16,M,South,78.88616901053857,4,5,81.89995942562436,Social,0
259,29,F,Central,86.35498370363587,2,7,82.92966972828019,Google,1
260,31,M,North-West,82.81258280768984,1,6,96.18775961307304,Google,0
261,35,M,North-West,77.84855170646071,9,5,49.07540028107845,VK,1
262,23,F,South,79.3890118800903,6,6,6.0467158322210315,VK,1
263,22,M,South,82.77050012403512,3,5,11.647703146908377,Yandex,0
264,18,F,North-West,75.64738982790895,4,4,70.45773127091869,VK,1
265,32,F,North-West,41.21899044591437,3,4,10.175518367357139,Social,0
266,16,M,Central,72.46467217795089,4,4,50.09056934727509,Google,0
267,31,F,Far-East,85.65465688323239,5,4,28.25575447688818,Yandex,0
268,27,M,Central,52.95771240624511,2,10,40.21360582077549,Social,0
269,34,M,North-West,59.11917259622777,2,4,28.323894541096223,Yandex,0
270,29,M,Far-East,64.09845587275296,4,3,9.616648921129535,Social,0
271,21,F,North-West,67.85156092175812,1,4,6.369562119071151,Yandex,0
272,21,M,Central,56.673480880712475,7,7,24.298202035656363,Social,0
273,28,F,Central,65.85893171510519,2,4,1.8318517130108694,Social,0
274,34,F,Central,72.6987843454137,5,5,4.083317110475083,Yandex,0
275,23,F,Far-East,34.84588598602533,5,5,0.607013133268473,VK,0
276,17,M,Siberia,66.1216526993233,5,4,6.672076087192625,Google,0
277,16,F,Siberia,59.26133818930987,1,9,7.489022748638391,Yandex,0
278,30,F,North-West,39.396806485889456,5,3,44.77515708023749,Yandex,0
279,16,M,Far-East,73.46299532088395,5,4,28.66500725339701,Yandex,0
280,20,M,South,69.66937475399651,2,7,23.164357252157192,Google,0
281,31,F,Siberia,67.47393873179576,4,6,31.887030775929837,Social,0
282,34,F,Far-East,74.15727952266069,5,1,20.321984596899153,Social,0
283,19,M,Far-East,69.81874885536233,6,2,6.079922858884594,Social,0
284,18,F,Siberia,53.93152497322536,3,4,63.02073076667294,VK,0
285,32,F,Far-East,75.84474217065784,3,1,2.925016899555202,Social,0
286,32,F,Far-East,78.41356269817501,4,7,2.2597359575433016,Google,0
287,27,F,Siberia,48.71288879740199,1,3,5.465952850339186,Google,0
288,29,M,Central,78.20771861294718,2,7,38.80661147348559,Yandex,0
289,21,F,North-West,60.7469018288762,10,4,11.701909414555956,Social,1
290,18,M,South,74.19231566664372,5,9,10.090909852169833,Social,0
291,24,F,North-West,67.27927816915452,3,6,6.667554857006708,VK,0
292,20,M,Central,62.41963929477892,3,4,64.25057732876814,Google,0
293,32,F,Central,73.08815200976929,2,4,29.499023964627135,Yandex,0
294,29,M,Far-East,60.002985047631185,3,4,3.6182541784444187,VK,0
295,18,F,North-West,81.20439137182163,2,13,8.56651895248514,VK,0
296,16,M,Central,83.67096751145635,5,4,8.946680890929873,VK,0
297,35,F,North-West,56.79389215217604,2,4,5.0741341872960035,Google,0
298,16,F,Central,62.4915804597661,5,0,2.7341538060990893,VK,0
299,18,M,South,59.38783038488137,3,8,36.39735193407708,Yandex,0
300,33,M,Central,70.62882885115935,2,7,14.700732651484227,Google,0
301,25,M,North-West,84.65084323059759,4,7,8.77277465455686,Yandex,0
302,18,M,Far-East,39.986465360775966,3,4,1.2551655459618103,Yandex,0
303,23,M,North-West,43.72545637739215,4,3,5.816062836361993,Google,0
304,29,F,Siberia,63.74711485721456,3,5,25.80186501222323,Social,0
305,33,M,North-West,67.7889544258575,2,2,45.01422649431973,VK,0
306,30,M,South,50.880602957951275,5,6,44.47002038561469,Google,0
307,17,F,South,67.71110322992511,2,8,7.500202259472347,Social,0
308,25,M,South,53.885649994157546,1,7,24.66706391588701,Yandex,0
309,17,M,Central,58.29833855545791,4,6,3.18601288837265,Google,0
310,32,M,South,84.04443830875107,2,4,6.692977336674549,Yandex,0
311,23,F,North-West,59.853003304104504,5,7,14.512032302775637,VK,0
312,16,M,Far-East,59.58912770062079,3,3,29.904242093125227,Google,0
313,24,F,South,66.97642814000585,4,3,48.30559205185448,Google,0
314,26,F,North-West,81.384360530371,2,4,57.034176934713486,Social,1
315,31,M,Central,64.35466515553611,1,7,3.5466805433184243,Google,0
316,22,F,Central,56.626384153499146,3,8,11.663377138219273,Social,0
317,25,M,Far-East,73.6868808071376,3,7,22.525386454071395,VK,0
318,18,M,Far-East,77.19103497052859,5,4,27.939233735852,Google,0
319,33,M,North-West,82.16992189399424,5,5,14.0560744563691,Yandex,0
320,28,M,Far-East,64.46506019567246,1,10,1.1740390436446988,Google,0
321,22,M,Far-East,72.1276273534113,2,4,32.325922724207146,Google,0
322,19,F,Central,76.85587415279005,6,7,39.60082452824214,VK,0
323,28,F,North-West,67.72794369882534,1,7,44.32692888678484,Social,0
324,35,F,Far-East,84.79162003506734,3,5,41.673636676561316,VK,0
325,16,F,North-West,74.77076240758886,3,2,28.035036700662623,Yandex,0
326,23,M,South,93.24298624460553,4,6,10.74468028514559,Yandex,0
327,29,M,Central,78.76565786840379,4,2,3.9637914453206617,Google,0
328,31,F,Central,36.09935605128586,5,4,2.822845627382481,Yandex,0
329,29,M,Central,59.02441794383394,2,6,24.650032372637334,Google,0
330,27,F,Siberia,40.7323227536467,1,7,30.14652045850295,VK,0
331,34,F,North-West,55.41769047766528,1,6,21.11623894211203,Yandex,0
332,30,F,South,59.429568060021644,3,7,17.008909027560627,Social,0
333,17,F,Far-East,78.03089037565724,4,6,17.81468253763639,Yandex,0
334,17,M,South,58.40516217299775,5,4,1.3540777219713989,Social,0
335,34,M,North-West,85.91312381922336,6,4,6.635282395372712,Social,1
336,32,F,Central,54.97203235361968,5,4,3.7369622519908976,Yandex,0
337,35,F,Siberia,60.67282695674148,2,6,12.120298408401737,VK,0
338,25,F,North-West,46.40434700044477,4,6,1.6121417795374293,Yandex,0
339,21,F,North-West,86.66822113219133,3,3,8.033515560922885,Yandex,0
340,30,F,Far-East,88.67505043008052,3,3,41.68751715693227,Social,0
341,26,M,South,63.018126873287535,4,4,2.065052410388522,Yandex,0
342,20,F,South,42.79001331954963,1,3,16.663977458837575,Yandex,0
343,16,F,Far-East,61.877192843281776,1,7,6.080078058674153,Social,0
344,23,M,Siberia,68.482321522453,6,6,9.26979196479707,Google,0
345,27,M,Central,55.477064350376224,1,4,7.124269976980253,VK,0
346,27,M,Central,100.0,2,1,1.2857993615059047,Yandex,0
347,20,M,Siberia,92.38012198445915,2,7,1.4328980609618576,Yandex,1
348,22,M,Far-East,38.7676814078188,2,2,12.688697224843642,Social,0
349,19,M,North-West,47.69294460146139,4,6,37.52940622177386,Social,0
350,21,M,South,71.880842678031,6,6,53.888305522606785,Google,1
351,28,M,North-West,48.921824598909055,5,9,5.132464746434257,Yandex,0
352,35,M,South,67.7435773918738,2,3,45.55297724450564,VK,0
353,30,F,North-West,65.16056490074371,3,10,0.9849482164895715,Google,0
354,18,M,Far-East,64.40648261303073,4,2,36.64828836433509,Yandex,0
355,23,F,Far-East,80.28199970229522,2,4,15.958136118441217,Yandex,0
356,35,F,Siberia,92.11129069133865,4,8,1.8053110777034003,VK,1
357,31,F,North-West,70.94116291952876,1,5,1.6018554066842068,VK,0
358,28,F,North-West,46.8188105733565,0,8,3.068140859862366,Yandex,0
359,33,F,Siberia,67.15828439977614,3,6,0.9875149860398011,Google,0
360,25,F,Siberia,56.237734102983616,4,9,24.538789304268512,VK,0
361,34,F,Far-East,94.8841020761241,1,8,19.165662100645086,Social,1
362,32,F,Far-East,75.39742276704405,5,1,36.49216065176941,VK,0
363,34,M,North-West,71.0377916486635,2,4,13.30933761196963,Social,0
364,20,F,Far-East,74.74408870250474,1,3,17.50362247005491,Social,0
365,24,F,Far-East,64.42455039641072,2,7,3.1034568314334616,VK,0
366,27,F,North-West,83.78082637337118,4,4,14.7223574785773,Google,1
367,16,F,Siberia,56.436664996711215,2,4,7.569882846439331,Social,0
368,16,M,North-West,79.40056408507617,0,6,12.005752386931084,Yandex,0
369,30,F,Central,88.88004105474262,1,3,36.24467214209112,Social,0
370,17,M,North-West,52.79077067224904,2,6,22.279229981471897,Google,0
371,31,M,Central,70.06485196540946,5,7,1.2559559227149972,VK,0
372,23,F,North-West,71.24830642443571,3,8,63.803384502387544,Google,0
373,28,F,Central,48.882278725949675,4,9,5.953260309457935,VK,0
374,16,M,Central,44.46527771435184,2,1,12.296014228409986,Google,0
375,31,F,North-West,51.26003195665774,3,5,12.678386947808562,VK,0
376,22,F,Far-East,64.2188725408553,1,6,20.898236381156003,Social,0
377,20,M,South,71.28300390375232,0,9,37.260821303818126,Google,0
378,18,M,Far-East,59.4556815142993,0,7,6.634608250831545,Google,0
379,27,F,Central,93.95963003693716,3,3,6.988359504524252,Yandex,1
380,31,F,North-West,80.39263950290557,1,3,5.038092079808356,Google,0
381,34,F,North-West,71.79018764240095,4,4,28.5363094386115,Yandex,0
382,20,M,North-West,58.54328991985356,1,6,20.225394509929867,Google,0
383,29,F,North-West,66.0474741244143,4,6,4.709445963436291,Social,0
384,20,M,South,81.52331975084826,2,3,11.843060814082886,Social,0
385,30,M,Siberia,78.80020708313377,1,7,10.417125728499839,VK,0
386,32,F,Central,78.63797523544008,1,5,15.4159332391008,VK,0
387,29,M,South,60.44501331630196,3,3,34.42449427525283,Yandex,0
388,35,F,Far-East,57.15658756560012,1,7,44.61373269885159,Google,0
389,20,F,Siberia,43.589375493874044,4,7,4.903581125649873,Social,0
390,27,M,Siberia,72.92817640683445,3,4,18.477956055878977,Yandex,0
391,31,F,North-West,42.22214307155902,5,2,32.43564086770193,Yandex,0
392,31,M,South,64.7673444527994,1,8,2.9519483326126723,Yandex,0
